candidate,d_src_spatial_relationship_loose,d_h_alone_spatial_relationship_loose,d_srcplush_spatial_relationship_loose,interaction_spatial_relationship_loose,d_src_color,d_h_alone_color,d_srcplush_color,interaction_color,d_src_shape,d_h_alone_shape,d_srcplush_shape,interaction_shape
L0H5,0.43157894736842095,0.010526315789473606,0.5105263157894735,0.06842105263157894,0.16315789473684228,-0.010526315789473606,0.23157894736842122,0.07894736842105254,0.06315789473684219,0.015789473684210575,0.136842105263158,0.05789473684210522
L1H3,0.43157894736842095,0.010526315789473606,0.49473684210526303,0.052631578947368474,0.16315789473684228,-0.010526315789473606,0.2105263157894739,0.05789473684210522,0.06315789473684219,0.0052631578947367474,0.07894736842105265,0.010526315789473717
L2H1,0.43157894736842095,-0.0052631578947369695,0.46842105263157885,0.04210526315789487,0.16315789473684228,-0.010526315789473606,0.22631578947368436,0.07368421052631569,0.06315789473684219,-0.010526315789473606,0.07894736842105265,0.02631578947368407
L2H2,0.43157894736842095,0.0,0.4894736842105262,0.05789473684210528,0.16315789473684228,0.0,0.26315789473684226,0.09999999999999998,0.06315789473684219,-0.0052631578947368585,0.06842105263157894,0.010526315789473606
L0H4,0.43157894736842095,-0.010526315789473939,0.4789473684210525,0.0578947368421055,0.16315789473684228,-0.015789473684210464,0.2105263157894739,0.06315789473684208,0.06315789473684219,-0.010526315789473606,0.08421052631578951,0.03157894736842093
L0H1,0.43157894736842095,0.021052631578947212,0.4789473684210525,0.026315789473684348,0.16315789473684228,-0.005263157894736636,0.18947368421052646,0.03157894736842082,0.06315789473684219,0.021052631578947545,0.07894736842105265,-0.0052631578947370805
L1H5,0.43157894736842095,0.0052631578947368585,0.45789473684210513,0.021052631578947323,0.16315789473684228,-0.005263157894736636,0.12631578947368438,-0.03157894736842126,0.06315789473684219,0.0052631578947367474,0.06842105263157894,0.0
L0H2,0.43157894736842095,0.0,0.46842105263157885,0.0368421052631579,0.16315789473684228,0.010526315789473828,0.18947368421052646,0.015789473684210353,0.06315789473684219,-0.0052631578947368585,0.1105263157894737,0.05263157894736836
