layer,head,cosine,projection,energy,abs_cosine,abs_projection,seed,epoch
2,1,-0.8137391209602356,-0.25059360758443566,0.30795323848724365,0.8137391209602356,0.25059360758443566,44,500
2,2,0.7091288566589355,0.21988535399837483,0.31007814407348633,0.7091288566589355,0.21988535399837483,44,500
2,3,-0.7015344500541687,-0.6892566837585974,0.9824987053871155,0.7015344500541687,0.6892566837585974,44,500
2,4,0.631266713142395,0.11234907267107656,0.17797401547431946,0.631266713142395,0.11234907267107656,44,500
2,5,0.8561887741088867,0.3963143392547938,0.4628819525241852,0.8561887741088867,0.3963143392547938,44,500
3,0,0.8987517356872559,0.3316201392894778,0.3689785599708557,0.8987517356872559,0.3316201392894778,44,500
3,1,-0.7706208825111389,-0.16954231783147602,0.22000741958618164,0.7706208825111389,0.16954231783147602,44,500
3,2,-0.6639379262924194,-0.07359502628815924,0.11084624379873276,0.6639379262924194,0.07359502628815924,44,500
3,3,0.7793737053871155,0.11447322453992828,0.1468784660100937,0.7793737053871155,0.11447322453992828,44,500
3,4,0.8047013282775879,0.245138263063053,0.30463260412216187,0.8047013282775879,0.245138263063053,44,500
3,5,-0.7090722322463989,-0.1821528354116039,0.2568889856338501,0.7090722322463989,0.1821528354116039,44,500
4,0,0.877975583076477,0.18170389494201478,0.20695778727531433,0.877975583076477,0.18170389494201478,44,500
4,1,0.8832055330276489,0.3164470684169204,0.3582938015460968,0.8832055330276489,0.3164470684169204,44,500
4,2,-0.8000398874282837,-0.18201185847928644,0.22750349342823029,0.8000398874282837,0.18201185847928644,44,500
4,3,-0.7715692520141602,-0.19838926088941516,0.2571243643760681,0.7715692520141602,0.19838926088941516,44,500
4,4,-0.8285974264144897,-0.1785732220247864,0.21551264822483063,0.8285974264144897,0.1785732220247864,44,500
4,5,0.8486495614051819,0.27316665188655426,0.3218839168548584,0.8486495614051819,0.27316665188655426,44,500
5,0,-0.7425370216369629,-0.28426503555494365,0.3828294277191162,0.7425370216369629,0.28426503555494365,44,500
5,1,0.5094997882843018,0.4879806698662289,0.9577643275260925,0.5094997882843018,0.4879806698662289,44,500
5,2,-0.8325393199920654,-0.20932020584765598,0.25142380595207214,0.8325393199920654,0.20932020584765598,44,500
5,3,-0.4326893091201782,-0.30366661883626994,0.7018120884895325,0.4326893091201782,0.30366661883626994,44,500
5,4,0.7268190383911133,0.12398771003085421,0.17058952152729034,0.7268190383911133,0.12398771003085421,44,500
5,5,0.84678715467453,0.1983890993807838,0.23428450524806976,0.84678715467453,0.1983890993807838,44,500
0,0,0.557523787021637,0.40615442934096757,0.7284970283508301,0.557523787021637,0.40615442934096757,44,600
0,1,0.7121744155883789,0.23167966216779895,0.32531309127807617,0.7121744155883789,0.23167966216779895,44,600
0,2,-0.5829797983169556,-1.6814918258372757,2.884305238723755,0.5829797983169556,1.6814918258372757,44,600
0,3,0.7595688104629517,0.6631972675521661,0.8731233477592468,0.7595688104629517,0.6631972675521661,44,600
0,4,-0.6536903381347656,-0.2775543039747392,0.42459598183631897,0.6536903381347656,0.2775543039747392,44,600
0,5,0.8091642260551453,0.48282012837054533,0.5966899394989014,0.8091642260551453,0.48282012837054533,44,600
1,0,-0.5649797916412354,-0.159211294709576,0.2818000018596649,0.5649797916412354,0.159211294709576,44,600
1,1,0.8697970509529114,0.41715671400743354,0.4796023368835449,0.8697970509529114,0.41715671400743354,44,600
1,2,-0.7815166711807251,-0.3674786255535653,0.4702121913433075,0.7815166711807251,0.3674786255535653,44,600
1,3,-0.6567941308021545,-0.4439410435401964,0.6759212017059326,0.6567941308021545,0.4439410435401964,44,600
1,4,0.8201454877853394,0.2991495416470788,0.36475178599357605,0.8201454877853394,0.2991495416470788,44,600
1,5,0.8111956715583801,0.5974201623762454,0.7364686131477356,0.8111956715583801,0.5974201623762454,44,600
2,0,-0.721892237663269,-0.19474587522505524,0.26977139711380005,0.721892237663269,0.19474587522505524,44,600
2,1,-0.8121902346611023,-0.3935854781263765,0.4845976233482361,0.8121902346611023,0.3935854781263765,44,600
2,2,-0.6414905786514282,-0.45115300858588453,0.7032885551452637,0.6414905786514282,0.45115300858588453,44,600
2,3,-0.6460053324699402,-2.330407731178969,3.607412338256836,0.6460053324699402,2.330407731178969,44,600
2,4,0.5290194153785706,0.09552482014857315,0.1805695742368698,0.5290194153785706,0.09552482014857315,44,600
2,5,-0.7400000095367432,-0.36274521922576025,0.49019625782966614,0.7400000095367432,0.36274521922576025,44,600
3,0,0.8683030605316162,0.5094795921605386,0.5867531895637512,0.8683030605316162,0.5094795921605386,44,600
3,1,0.6959890127182007,0.26922492817705,0.38682350516319275,0.6959890127182007,0.26922492817705,44,600
3,2,0.6310219168663025,0.295625636308852,0.46848708391189575,0.6310219168663025,0.295625636308852,44,600
3,3,0.6611345410346985,0.3254530118818316,0.49226438999176025,0.6611345410346985,0.3254530118818316,44,600
3,4,0.729656457901001,0.42049313929018184,0.5762892365455627,0.729656457901001,0.42049313929018184,44,600
3,5,0.7674455642700195,0.19616963205658394,0.255613774061203,0.7674455642700195,0.19616963205658394,44,600
4,0,0.8333654403686523,0.25257899745970935,0.3030830919742584,0.8333654403686523,0.25257899745970935,44,600
4,1,0.8630799651145935,0.6116244695136518,0.7086533308029175,0.8630799651145935,0.6116244695136518,44,600
4,2,-0.7142819762229919,-0.38798976326235374,0.5431885123252869,0.7142819762229919,0.38798976326235374,44,600
4,3,-0.7689148783683777,-0.29427121508881515,0.3827097415924072,0.7689148783683777,0.29427121508881515,44,600
4,4,-0.8585319519042969,-0.2813786581493622,0.3277439475059509,0.8585319519042969,0.2813786581493622,44,600
4,5,0.8024134039878845,0.36906565405947794,0.45994454622268677,0.8024134039878845,0.36906565405947794,44,600
5,0,-0.7053896188735962,-0.32910984765363144,0.4665645956993103,0.7053896188735962,0.32910984765363144,44,600
5,1,-0.4942377507686615,-1.8748114540157723,3.793339729309082,0.4942377507686615,1.8748114540157723,44,600
5,2,-0.8780316710472107,-0.5233453228910229,0.5960438251495361,0.8780316710472107,0.5233453228910229,44,600
5,3,0.36683589220046997,0.3379957281043649,0.9213812351226807,0.36683589220046997,0.3379957281043649,44,600
5,4,-0.6569689512252808,-0.28943494585302704,0.44056108593940735,0.6569689512252808,0.28943494585302704,44,600
5,5,0.8509384989738464,0.31890719026556685,0.3747711479663849,0.8509384989738464,0.31890719026556685,44,600
0,0,-0.566098690032959,-0.47983104479113897,0.8476102352142334,0.566098690032959,0.47983104479113897,44,700
0,1,0.7069865465164185,0.2973898971606757,0.4206443727016449,0.7069865465164185,0.2973898971606757,44,700
0,2,-0.6119683384895325,-3.0157676232182373,4.927979469299316,0.6119683384895325,3.0157676232182373,44,700
0,3,-0.6898687481880188,-1.958556589633347,2.8390274047851562,0.6898687481880188,1.958556589633347,44,700
0,4,0.6297668218612671,0.44827112445415235,0.7118048667907715,0.6297668218612671,0.44827112445415235,44,700
0,5,0.7292004823684692,0.6083504697803157,0.8342705368995667,0.7292004823684692,0.6083504697803157,44,700
1,0,-0.5264663100242615,-0.3200680243926833,0.607955276966095,0.5264663100242615,0.3200680243926833,44,700
1,1,0.7956225872039795,0.5501148771270775,0.6914268732070923,0.7956225872039795,0.5501148771270775,44,700
1,2,-0.7353114485740662,-0.7341247484416221,0.9983859658241272,0.7353114485740662,0.7341247484416221,44,700
1,3,-0.6864227056503296,-0.8313063493279466,1.2110704183578491,0.6864227056503296,0.8313063493279466,44,700
1,4,0.7942602634429932,0.436125169103051,0.5490960478782654,0.7942602634429932,0.436125169103051,44,700
1,5,0.802490234375,0.9535044911428373,1.1881822347640991,0.802490234375,0.9535044911428373,44,700
2,0,-0.6756558418273926,-0.25821973172637885,0.38217639923095703,0.6756558418273926,0.25821973172637885,44,700
2,1,-0.8145136833190918,-0.5083155593244244,0.6240724325180054,0.8145136833190918,0.5083155593244244,44,700
2,2,-0.6298908591270447,-0.7811620878524076,1.2401546239852905,0.6298908591270447,0.7811620878524076,44,700
2,3,-0.6242817640304565,-4.460812293901527,7.145510196685791,0.6242817640304565,4.460812293901527,44,700
2,4,0.5131841897964478,0.2110054167718196,0.4111689329147339,0.5131841897964478,0.2110054167718196,44,700
2,5,0.6183598041534424,0.5219481163434361,0.8440847992897034,0.6183598041534424,0.5219481163434361,44,700
3,0,-0.8272289633750916,-0.9312117178986694,1.1257001161575317,0.8272289633750916,0.9312117178986694,44,700
3,1,-0.7028980851173401,-0.9079927788391803,1.2917841672897339,0.7028980851173401,0.9079927788391803,44,700
3,2,0.686197817325592,0.45219409235823405,0.6589850187301636,0.686197817325592,0.45219409235823405,44,700
3,3,0.6121969223022461,0.6735793165931853,1.1002657413482666,0.6121969223022461,0.6735793165931853,44,700
3,4,-0.7129817605018616,-0.3974856436585467,0.5574976801872253,0.7129817605018616,0.3974856436585467,44,700
3,5,-0.7990014553070068,-0.5500617029578312,0.6884363889694214,0.7990014553070068,0.5500617029578312,44,700
4,0,0.8157991170883179,0.5497433095036437,0.6738709807395935,0.8157991170883179,0.5497433095036437,44,700
4,1,0.8502106666564941,1.0112046965741772,1.1893577575683594,0.8502106666564941,1.0112046965741772,44,700
4,2,-0.6495093107223511,-0.6883600212531574,1.059815526008606,0.6495093107223511,0.6883600212531574,44,700
4,3,0.7358620166778564,0.3204259045265604,0.43544289469718933,0.7358620166778564,0.3204259045265604,44,700
4,4,-0.8013409376144409,-0.34722275604280806,0.4333021342754364,0.8013409376144409,0.34722275604280806,44,700
4,5,0.7229012846946716,1.079005410719947,1.4926042556762695,0.7229012846946716,1.079005410719947,44,700
5,0,-0.6995590329170227,-0.4298348505807925,0.6144368648529053,0.6995590329170227,0.4298348505807925,44,700
5,1,-0.4864017963409424,-2.996332829298951,6.160201072692871,0.4864017963409424,2.996332829298951,44,700
5,2,-0.8990777730941772,-1.1366766449812706,1.264269471168518,0.8990777730941772,1.1366766449812706,44,700
5,3,0.39566826820373535,0.5318356124670827,1.3441451787948608,0.39566826820373535,0.5318356124670827,44,700
5,4,0.7411454916000366,0.2749217891074854,0.37094175815582275,0.7411454916000366,0.2749217891074854,44,700
5,5,0.8381370306015015,0.5474724489000935,0.6532015800476074,0.8381370306015015,0.5474724489000935,44,700
0,0,-0.6661511659622192,-0.6222655802605831,0.9341206550598145,0.6661511659622192,0.6222655802605831,44,750
0,1,0.7127535343170166,0.34321823216242037,0.48153841495513916,0.7127535343170166,0.34321823216242037,44,750
0,2,-0.6174957156181335,-4.117816685855679,6.668575286865234,0.6174957156181335,4.117816685855679,44,750
0,3,-0.7013303637504578,-2.462249389206711,3.510826826095581,0.7013303637504578,2.462249389206711,44,750
0,4,0.5510363578796387,0.5218267954175839,0.9469916224479675,0.5510363578796387,0.5218267954175839,44,750
0,5,0.6783891320228577,0.628089815519874,0.9258548617362976,0.6783891320228577,0.628089815519874,44,750
1,0,-0.4964451789855957,-0.3964506550236668,0.7985789179801941,0.4964451789855957,0.3964506550236668,44,750
1,1,0.7856014966964722,0.5675018250490164,0.7223787307739258,0.7856014966964722,0.5675018250490164,44,750
1,2,-0.7063388824462891,-0.8711138313965574,1.2332803010940552,0.7063388824462891,0.8711138313965574,44,750
1,3,-0.6904725432395935,-0.9867594671183292,1.429107427597046,0.6904725432395935,0.9867594671183292,44,750
1,4,0.7670976519584656,0.4983282991096229,0.6496281623840332,0.7670976519584656,0.4983282991096229,44,750
1,5,0.7899826765060425,0.8925078387428774,1.1297816038131714,0.7899826765060425,0.8925078387428774,44,750
2,0,-0.6748067736625671,-0.3109668380970968,0.46082353591918945,0.6748067736625671,0.3109668380970968,44,750
2,1,-0.8101826906204224,-0.6037086327508351,0.745151162147522,0.8101826906204224,0.6037086327508351,44,750
2,2,-0.6235342621803284,-0.9943551399008195,1.59470796585083,0.6235342621803284,0.9943551399008195,44,750
2,3,-0.6164740920066833,-5.6129158667365635,9.104867935180664,0.6164740920066833,5.6129158667365635,44,750
2,4,0.5407522916793823,0.2543179758448342,0.47030407190322876,0.5407522916793823,0.2543179758448342,44,750
2,5,0.6140196323394775,0.5964060234905308,0.9713141918182373,0.6140196323394775,0.5964060234905308,44,750
3,0,0.8072715401649475,0.9047598410161515,1.1207627058029175,0.8072715401649475,0.9047598410161515,44,750
3,1,-0.7047829627990723,-1.0887633514440305,1.5448209047317505,0.7047829627990723,1.0887633514440305,44,750
3,2,0.6993062496185303,0.5406970931960371,0.7731906771659851,0.6993062496185303,0.5406970931960371,44,750
3,3,0.5960907936096191,0.3072320474189395,0.5154114365577698,0.5960907936096191,0.3072320474189395,44,750
3,4,-0.697349488735199,-0.45040628203118904,0.6458831429481506,0.697349488735199,0.45040628203118904,44,750
3,5,-0.8428517580032349,-0.6675904963057983,0.7920615077018738,0.8428517580032349,0.6675904963057983,44,750
4,0,0.8176002502441406,0.6465386070043868,0.7907759547233582,0.8176002502441406,0.6465386070043868,44,750
4,1,-0.831979513168335,-0.9054301822806853,1.0882841348648071,0.831979513168335,0.9054301822806853,44,750
4,2,-0.6068954467773438,-0.8438403075629773,1.3904212713241577,0.6068954467773438,0.8438403075629773,44,750
4,3,0.7483496069908142,0.4096889442731266,0.5474566221237183,0.7483496069908142,0.4096889442731266,44,750
4,4,-0.7597746849060059,-0.38336004153301756,0.5045706629753113,0.7597746849060059,0.38336004153301756,44,750
4,5,0.7527623772621155,1.3740124613369833,1.8252938985824585,0.7527623772621155,1.3740124613369833,44,750
5,0,-0.725342869758606,-0.5150141588120437,0.7100285887718201,0.725342869758606,0.5150141588120437,44,750
5,1,-0.4900013506412506,-4.094748859549339,8.356607437133789,0.4900013506412506,4.094748859549339,44,750
5,2,-0.906563401222229,-1.5751182200780571,1.7374606132507324,0.906563401222229,1.5751182200780571,44,750
5,3,0.42693090438842773,0.6572509033286293,1.5394784212112427,0.42693090438842773,0.6572509033286293,44,750
5,4,0.7315163612365723,0.37218328604267653,0.5087832808494568,0.7315163612365723,0.37218328604267653,44,750
5,5,-0.8405166268348694,-0.5311071406263752,0.6318817734718323,0.8405166268348694,0.5311071406263752,44,750
0,0,-0.6957330107688904,-0.7225362160547849,1.0385252237319946,0.6957330107688904,0.7225362160547849,44,800
0,1,0.6944867372512817,0.343528288061971,0.49465060234069824,0.6944867372512817,0.343528288061971,44,800
0,2,-0.6210082769393921,-5.343469237655611,8.604506492614746,0.6210082769393921,5.343469237655611,44,800
0,3,-0.7158077955245972,-2.954102905273696,4.126949787139893,0.7158077955245972,2.954102905273696,44,800
0,4,0.48526135087013245,0.6397108109735901,1.3182809352874756,0.48526135087013245,0.6397108109735901,44,800
0,5,0.6081580519676208,0.6599161265313028,1.085106372833252,0.6081580519676208,0.6599161265313028,44,800
1,0,0.49484682083129883,0.4737648350899202,0.957396924495697,0.49484682083129883,0.4737648350899202,44,800
1,1,0.776968777179718,0.59296597205228,0.7631786465644836,0.776968777179718,0.59296597205228,44,800
1,2,0.6892877221107483,1.8198391095727753,2.6401736736297607,0.6892877221107483,1.8198391095727753,44,800
1,3,-0.6982473731040955,-1.177488267802641,1.6863481998443604,0.6982473731040955,1.177488267802641,44,800
1,4,0.7359441518783569,0.5577366769153037,0.7578519582748413,0.7359441518783569,0.5577366769153037,44,800
1,5,0.7718892097473145,1.0604217361209112,1.37380051612854,0.7718892097473145,1.0604217361209112,44,800
2,0,-0.6649678945541382,-0.3655729315851253,0.5497602820396423,0.6649678945541382,0.3655729315851253,44,800
2,1,-0.8029344081878662,-0.6668399909460994,0.8305037021636963,0.8029344081878662,0.6668399909460994,44,800
2,2,-0.6177526116371155,-1.2011348901135128,1.9443621635437012,0.6177526116371155,1.2011348901135128,44,800
2,3,-0.6069530248641968,-6.735647484089512,11.0974760055542,0.6069530248641968,6.735647484089512,44,800
2,4,0.5476054549217224,0.29150656071455194,0.5323295593261719,0.5476054549217224,0.29150656071455194,44,800
2,5,0.5821532607078552,0.6755077223840872,1.16036057472229,0.5821532607078552,0.6755077223840872,44,800
3,0,-0.7794874310493469,-1.1660755553036368,1.4959516525268555,0.7794874310493469,1.1660755553036368,44,800
3,1,-0.6946490406990051,-1.2242832741772578,1.7624485492706299,0.6946490406990051,1.2242832741772578,44,800
3,2,0.6810846924781799,0.5766481481918758,0.8466613292694092,0.6810846924781799,0.5766481481918758,44,800
3,3,0.6070922017097473,0.38897838834406034,0.6407237648963928,0.6070922017097473,0.38897838834406034,44,800
3,4,-0.6705235242843628,-0.4801966923550164,0.7161519527435303,0.6705235242843628,0.4801966923550164,44,800
3,5,-0.8864201307296753,-0.7125506263147523,0.8038520812988281,0.8864201307296753,0.7125506263147523,44,800
4,0,0.8308881521224976,0.7241598264121512,0.8715490698814392,0.8308881521224976,0.7241598264121512,44,800
4,1,-0.8260781764984131,-1.0555505446160065,1.2777854204177856,0.8260781764984131,1.0555505446160065,44,800
4,2,-0.567828893661499,-1.0190113324271064,1.794574499130249,0.567828893661499,1.0190113324271064,44,800
4,3,0.7482969760894775,0.5045616394797307,0.6742799282073975,0.7482969760894775,0.5045616394797307,44,800
4,4,-0.7224198579788208,-0.4299939038219668,0.5952132940292358,0.7224198579788208,0.4299939038219668,44,800
4,5,0.7683340311050415,1.6713541375946765,2.1752963066101074,0.7683340311050415,1.6713541375946765,44,800
5,0,0.7464219927787781,0.6366242071636088,0.8529012203216553,0.7464219927787781,0.6366242071636088,44,800
5,1,-0.4985070824623108,-4.975648830275462,9.981100082397461,0.4985070824623108,4.975648830275462,44,800
5,2,-0.9105757474899292,-2.033689607905842,2.233410596847534,0.9105757474899292,2.033689607905842,44,800
5,3,0.4595637619495392,0.7786652895412318,1.69435715675354,0.4595637619495392,0.7786652895412318,44,800
5,4,0.7246030569076538,0.47002916366728237,0.6486713290214539,0.7246030569076538,0.47002916366728237,44,800
5,5,-0.8344918489456177,-0.4653378148174709,0.5576301217079163,0.8344918489456177,0.4653378148174709,44,800
0,0,-0.6481204628944397,-0.9353559845390548,1.443182349205017,0.6481204628944397,0.9353559845390548,44,900
0,1,0.6708195805549622,0.3404430837865735,0.5075032114982605,0.6708195805549622,0.3404430837865735,44,900
0,2,-0.6313362121582031,-8.023481540006696,12.708730697631836,0.6313362121582031,8.023481540006696,44,900
0,3,-0.7358192801475525,-3.6753286317560088,4.994879722595215,0.7358192801475525,3.6753286317560088,44,900
0,4,-0.5592963099479675,-1.4045182917355414,2.5112240314483643,0.5592963099479675,1.4045182917355414,44,900
0,5,0.5930724740028381,0.7277105006833554,1.227017879486084,0.5930724740028381,0.7277105006833554,44,900
1,0,0.5052454471588135,0.678265178011975,1.3424468040466309,0.5052454471588135,0.678265178011975,44,900
1,1,0.7215024828910828,0.5965059482305854,0.8267552256584167,0.7215024828910828,0.5965059482305854,44,900
