candidate,baseline,d_src,d_cand,d_pair,interaction
L0H5,0.8366666666666667,0.48333333333333334,-0.00666666666666671,0.48,0.003333333333333355
L1H3,0.8366666666666667,0.48333333333333334,0.0033333333333332993,0.5,0.013333333333333364
L2H1,0.8366666666666667,0.48333333333333334,0.026666666666666616,0.5,-0.010000000000000009
L2H2,0.8366666666666667,0.48333333333333334,0.0033333333333332993,0.4866666666666667,5.551115123125783e-17
L1H2,0.8366666666666667,0.48333333333333334,0.06000000000000005,0.64,0.09666666666666657
